transaction_id,customer_id,branch_id,transaction_amount,investment_amount,total_balance,firm_revenue,expenses,profit_margin,account_type,investment_type,customer_type,age,transaction_date,city,region,bank_name,city_branch,region_branch
300331,200890,1819,631.0,7739,80411,625700.0,431399,72.15,Business,Mutual Fund,Business,20.0,2024-09-30,Pune,East,HDFC Bank,Solapur,South
300332,201400,1205,4130.0,43232,80114,521444.0,86348,-32.87,Current,Fixed Deposit,Individual,28.0,2022-07-04,Nagpur,South,HDFC Bank,Nashik,North
300333,207919,1720,1998.0,24560,52464,86148.0,455112,83.31,Business,Mutual Fund,Individual,33.0,2025-02-01,Kolhapur,South,HDFC Bank,Kolhapur,East
300334,209218,1242,303.0,42332,98156,77741.0,203843,-40.02,Business,Recurring Deposit,Business,75.0,2023-03-21,Kolhapur,West,HDFC Bank,Pune,West
300335,204101,1540,1836.0,17844,92461,490746.0,259224,88.11,Savings,Mutual Fund,Individual,65.0,2023-12-08,Nashik,East,HDFC Bank,Pune,West
300336,207571,1010,434.0,2061,96814,936640.0,226126,-18.9,Business,Fixed Deposit,Individual,76.0,2022-09-23,Pune,East,HDFC Bank,Solapur,North
300337,202660,1632,3173.0,3171,48054,107490.0,208021,20.34,Current,Fixed Deposit,Employee,58.0,2024-08-21,Solapur,North,HDFC Bank,Kolhapur,South
300338,205958,1430,1335.0,4933,67126,858613.0,88611,-40.43,Current,Mutual Fund,Employee,23.0,2023-04-07,Pune,West,HDFC Bank,Kolhapur,West
300339,203749,1247,4081.0,21004,47901,457796.0,462368,42.44,Business,Mutual Fund,Business,72.0,2024-09-05,Pune,East,HDFC Bank,Pune,North
300340,208867,1371,4338.0,35089,96624,108846.0,109030,92.34,Business,Mutual Fund,Individual,69.0,2024-09-29,Mumbai,South,HDFC Bank,Mumbai,East
300341,208709,1909,2240.0,28798,56110,346685.0,209951,-48.47,Current,Recurring Deposit,Individual,48.0,2022-05-21,Nashik,West,HDFC Bank,Solapur,North
300342,204479,1332,4317.0,6194,90067,681032.0,272689,4.79,Current,Fixed Deposit,Employee,72.0,2024-11-07,Kolhapur,East,HDFC Bank,Solapur,East
300343,207105,1815,824.0,13278,26259,599390.0,51425,18.86,Current,Recurring Deposit,Employee,26.0,2022-07-26,Nagpur,East,HDFC Bank,Pune,West
300344,206633,1437,493.0,6775,63156,518348.5,33606,-5.87,Savings,Fixed Deposit,Business,66.0,2024-01-01,Pune,West,HDFC Bank,Kolhapur,North
300345,206694,1336,1563.0,47555,77437,818810.0,30204,74.59,Savings,Recurring Deposit,Employee,73.0,2025-01-05,Mumbai,North,HDFC Bank,Solapur,South
300346,205394,1415,2072.0,9060,24349,257337.0,76101,-31.59,Current,Mutual Fund,Business,34.0,2024-09-12,Nagpur,South,HDFC Bank,Kolhapur,West
300347,204703,1537,2397.0,37465,17317,61579.0,216097,-18.84,Current,Recurring Deposit,Employee,54.0,2024-08-15,Nagpur,South,HDFC Bank,Pune,North
300348,208353,1681,2973.0,43087,40345,382111.0,111100,-31.61,Savings,Mutual Fund,Individual,18.0,2024-06-10,Nashik,West,HDFC Bank,Nashik,West
300349,200600,1665,3401.0,12418,35922,115419.0,175261,-25.29,Current,Fixed Deposit,Business,79.0,2023-07-25,Nashik,East,HDFC Bank,Mumbai,West
300350,209751,1070,4664.0,47537,19457,723055.0,20664,15.06,Current,Mutual Fund,Business,18.0,2023-04-30,Mumbai,South,HDFC Bank,Nashik,South
300351,208856,1774,1990.0,20245,64669,540674.0,22332,30.09,Savings,Fixed Deposit,Employee,59.0,2023-02-01,Nagpur,West,HDFC Bank,Solapur,South
300352,204957,1006,4687.0,23035,70544,96520.0,273124,19.48,Savings,Fixed Deposit,Individual,77.0,2025-01-24,Mumbai,North,HDFC Bank,Kolhapur,North
300353,206173,1005,4660.0,43330,3686,657164.0,90729,11.57,Savings,Mutual Fund,Individual,77.0,2023-07-22,Solapur,North,HDFC Bank,Nagpur,East
300354,204576,1192,1885.0,26429,56673,740959.0,300688,-45.51,Current,Fixed Deposit,Employee,79.0,2023-03-26,Kolhapur,West,HDFC Bank,Nagpur,North
300355,204316,1490,2255.0,16788,25199,678240.0,119812,53.52,Current,Fixed Deposit,Business,31.0,2023-05-07,Pune,East,HDFC Bank,Solapur,South
300356,207733,1146,1185.0,19719,24575,775818.0,473126,95.64,Current,Fixed Deposit,Employee,20.0,2023-11-25,Nashik,West,HDFC Bank,Mumbai,South
300357,206263,1855,2204.0,8455,16335,711031.0,355614,-32.29,Current,Recurring Deposit,Individual,53.0,2022-10-10,Kolhapur,South,HDFC Bank,Kolhapur,South
300358,209964,1966,1058.0,40542,9460,642813.0,70217,12.14,Savings,Recurring Deposit,Unknown,29.0,2025-01-27,Solapur,West,HDFC Bank,Mumbai,East
300359,206012,1227,2279.0,21656,68914,990092.0,239838,9.35,Business,Fixed Deposit,Business,44.0,2024-12-17,Solapur,West,HDFC Bank,Pune,West
300360,207940,1532,1201.0,45005,57549,387137.0,288541,75.64,Current,Recurring Deposit,Business,18.0,2023-06-30,Pune,East,HDFC Bank,Nagpur,East
300361,206657,1186,4062.0,28687,46164,150509.0,337315,3.72,Current,Recurring Deposit,Employee,78.0,2024-02-29,Pune,East,HDFC Bank,Pune,East
300362,201390,1645,1095.0,15340,53411,960443.0,198039,51.72,Current,Mutual Fund,Business,51.0,2023-07-25,Mumbai,South,HDFC Bank,Pune,North
300363,207247,1555,1285.0,4175,71797,319006.0,363767,-1.84,Savings,Mutual Fund,Individual,66.0,2022-07-11,Mumbai,West,HDFC Bank,Nashik,East
300364,207526,1494,1931.0,49629,86037,85939.0,321982,60.49,Business,Fixed Deposit,Employee,78.0,2022-04-04,Mumbai,South,HDFC Bank,Solapur,South
300365,204286,1061,626.0,26352,58586,668871.0,153491,-29.88,Current,Mutual Fund,Individual,36.0,2024-03-01,Pune,North,HDFC Bank,Pune,South
300366,209909,1692,2966.0,30126,39638,812543.0,310393,97.62,Savings,Fixed Deposit,Individual,64.0,2024-11-09,Pune,South,HDFC Bank,Pune,East
300367,201957,1151,1143.0,11897,97396,931870.0,417137,60.89,Current,Fixed Deposit,Employee,64.0,2024-08-11,Nashik,East,HDFC Bank,Solapur,North
300368,209851,1761,1784.0,35733,71807,186918.0,474281,95.68,Current,Mutual Fund,Individual,29.0,2022-08-23,Mumbai,East,HDFC Bank,Kolhapur,South
300369,203088,1048,1339.0,29391,28023,684533.0,334321,28.27,Current,Mutual Fund,Individual,41.0,2022-07-12,Pune,East,HDFC Bank,Mumbai,East
300370,205189,1126,2157.0,28648,87556,205625.0,485899,45.54,Business,Mutual Fund,Business,27.0,2024-07-03,Mumbai,North,HDFC Bank,Nagpur,East
300371,201827,1025,199.0,14552,3066,410506.0,347517,49.96,Savings,Fixed Deposit,Employee,74.0,2023-02-15,Mumbai,North,HDFC Bank,Pune,West
300372,209308,1013,1516.0,37217,65080,214437.0,52323,10.97,Business,Fixed Deposit,Business,18.0,2024-05-14,Mumbai,South,HDFC Bank,Pune,West
300373,202005,1983,2873.0,4789,29603,69110.0,499207,86.29,Savings,Recurring Deposit,Employee,72.0,2023-05-06,Pune,East,HDFC Bank,Nashik,West
300374,201161,1120,2061.0,1727,56229,715070.0,105057,-24.29,Savings,Fixed Deposit,Employee,39.0,2022-10-12,Nashik,East,HDFC Bank,Pune,West
300375,206590,1830,200.0,3553,70086,422672.0,277954,45.01,Current,Mutual Fund,Employee,71.0,2023-09-14,Mumbai,East,HDFC Bank,Kolhapur,South
300376,200167,1062,3175.0,2744,53399,299697.0,273050,-46.59,Current,Fixed Deposit,Business,61.0,2022-07-05,Solapur,West,HDFC Bank,Mumbai,West
300377,208480,1980,4346.0,20024,74948,373503.0,439458,54.86,Business,Mutual Fund,Business,25.0,2023-04-04,Nagpur,West,HDFC Bank,Kolhapur,East
300378,201037,1698,2189.0,23763,48391,198234.0,369796,39.55,Savings,Mutual Fund,Individual,63.0,2023-10-16,Nashik,West,HDFC Bank,Pune,East
300379,206198,1006,4153.0,14844,25144,96520.0,273124,19.48,Business,Fixed Deposit,Business,56.0,2023-06-06,Solapur,South,HDFC Bank,Kolhapur,North
300380,204823,1933,1061.0,37207,99886,507858.0,114568,-38.18,Current,Mutual Fund,Employee,75.0,2022-11-21,Kolhapur,South,HDFC Bank,Kolhapur,West
300381,207528,1910,3800.0,32522,90829,378234.0,148003,-48.95,Business,Fixed Deposit,Individual,33.0,2024-01-30,Solapur,East,HDFC Bank,Mumbai,North
300382,203973,1118,3063.0,34977,21804,204248.0,208385,83.7,Current,Mutual Fund,Individual,66.0,2024-07-11,Mumbai,West,HDFC Bank,Nagpur,West
300383,209376,1736,4045.0,39777,44959,613875.0,474853,80.01,Business,Fixed Deposit,Employee,40.0,2025-03-17,Kolhapur,North,HDFC Bank,Kolhapur,South
300384,209674,1064,3707.0,35529,24162,904204.0,219407,-47.49,Business,Recurring Deposit,Employee,51.0,2023-07-03,Nashik,East,HDFC Bank,Kolhapur,South
300385,200199,1779,3407.0,23732,51592,67928.0,40004,-25.55,Business,Fixed Deposit,Business,49.0,2024-10-26,Solapur,South,HDFC Bank,Nashik,North
300386,208526,1604,4319.0,23669,95703,132615.0,68342,41.91,Business,Mutual Fund,Employee,77.0,2024-12-30,Pune,East,HDFC Bank,Kolhapur,East
300387,203413,1737,2660.0,39467,32181,518348.5,60434,31.96,Savings,Mutual Fund,Individual,53.0,2024-06-19,Nagpur,East,HDFC Bank,Solapur,North
300388,200178,1612,1518.0,21861,19810,398559.0,396994,97.59,Business,Fixed Deposit,Business,18.0,2022-04-02,Pune,North,HDFC Bank,Pune,East
300389,208641,1741,2818.0,35775,59977,602410.0,431599,42.87,Current,Mutual Fund,Business,57.0,2025-01-21,Solapur,West,HDFC Bank,Mumbai,South
300390,201724,1014,4725.0,44141,74916,370373.0,194199,-8.67,Savings,Recurring Deposit,Individual,69.0,2024-07-29,Nashik,East,HDFC Bank,Nagpur,North
300391,201179,1465,186.88,15739,57963,890078.0,23209,27.36,Savings,Fixed Deposit,Individual,49.0,2023-06-29,Mumbai,East,HDFC Bank,Pune,East
300392,204835,1990,4698.0,3911,79272,689635.0,401951,21.11,Savings,Recurring Deposit,Individual,68.0,2025-01-14,Nashik,North,HDFC Bank,Kolhapur,East
300393,200867,1183,2932.0,33278,18025,786328.0,298745,89.83,Savings,Recurring Deposit,Employee,61.0,2022-08-28,Pune,North,HDFC Bank,Solapur,West
300394,200977,1603,4307.0,35829,97604,259503.0,150348,99.05,Savings,Fixed Deposit,Business,23.0,2022-10-15,Kolhapur,East,HDFC Bank,Kolhapur,South
300395,203640,1162,3183.0,8509,5793,505660.0,216164,39.35,Business,Recurring Deposit,Business,39.0,2023-05-05,Pune,West,HDFC Bank,Nagpur,West
300396,208857,1387,3509.0,25272,70659,979088.0,71997,19.15,Business,Mutual Fund,Individual,49.0,2022-09-16,Pune,North,HDFC Bank,Mumbai,South
300397,200782,1990,2127.0,41754,7816,689635.0,401951,21.11,Business,Recurring Deposit,Business,29.0,2022-09-03,Mumbai,South,HDFC Bank,Kolhapur,East
300398,204297,1690,2551.0,4841,57598,833490.0,416070,50.07,Current,Mutual Fund,Business,74.0,2024-07-27,Pune,North,HDFC Bank,Nashik,North
300399,208038,1207,2665.0,3786,4667,402838.0,129623,81.26,Current,Recurring Deposit,Unknown,70.0,2022-11-17,Nagpur,North,HDFC Bank,Nagpur,North
300400,206732,1560,451.0,16459,56158,503578.0,357407,57.28,Business,Fixed Deposit,Business,32.0,2023-05-18,Pune,West,HDFC Bank,Pune,North
300401,209679,1919,2093.0,44697,77847,518348.5,422189,-15.79,Business,Mutual Fund,Individual,30.0,2023-06-01,Mumbai,West,HDFC Bank,Pune,North
300402,203550,1650,1247.0,19573,66526,440524.0,53651,57.17,Savings,Recurring Deposit,Employee,29.0,2024-10-15,Kolhapur,North,HDFC Bank,Nagpur,North
300403,208000,1604,3020.0,38395,86374,132615.0,68342,41.91,Business,Mutual Fund,Individual,21.0,2023-02-11,Mumbai,East,HDFC Bank,Kolhapur,East
300404,207536,1856,2608.41,11459,67554,139931.0,104135,86.18,Current,Fixed Deposit,Individual,70.0,2023-09-04,Solapur,East,HDFC Bank,Kolhapur,East
300405,203450,1975,3010.0,42272,26132,172292.0,278198,91.79,Savings,Mutual Fund,Business,77.0,2023-01-31,Pune,North,HDFC Bank,Kolhapur,North
300406,208314,1222,3579.0,40160,65415,726501.0,176722,30.15,Business,Mutual Fund,Individual,44.0,2025-02-20,Pune,East,HDFC Bank,Nashik,East
300407,206197,1081,4480.0,2771,42774,810727.0,234848,63.59,Savings,Mutual Fund,Business,75.0,2024-11-30,Kolhapur,West,HDFC Bank,Nagpur,West
300408,205590,1348,1973.0,28586,59172,518348.5,259141,94.84,Business,Recurring Deposit,Employee,63.0,2023-05-05,Pune,South,HDFC Bank,Nagpur,East
300409,207373,1665,1591.0,36972,55449,115419.0,175261,-25.29,Business,Recurring Deposit,Business,48.0,2024-05-14,Nashik,South,HDFC Bank,Mumbai,West
300410,206310,1477,4288.0,47004,91658,142861.0,226640,47.86,Savings,Mutual Fund,Business,78.0,2024-04-17,Nashik,South,HDFC Bank,Mumbai,South
300411,205085,1206,2639.26,39835,43894,498333.0,207373,14.95,Savings,Fixed Deposit,Individual,54.0,2023-04-15,Nashik,West,HDFC Bank,Solapur,West
300412,200959,1824,1827.0,35618,4492,522354.0,418759,79.92,Current,Mutual Fund,Business,54.0,2022-06-07,Pune,North,HDFC Bank,Nagpur,South
300413,205130,1228,2242.0,26652,68130,111240.0,233346,4.87,Business,Mutual Fund,Individual,64.0,2022-08-11,Nashik,East,HDFC Bank,Pune,East
300414,209598,1025,4598.0,40182,2944,410506.0,347517,49.96,Current,Recurring Deposit,Employee,33.0,2024-11-30,Nagpur,South,HDFC Bank,Pune,West
300415,204604,1078,858.0,36665,51707,616031.0,473422,14.03,Current,Mutual Fund,Business,26.0,2024-01-08,Nashik,South,HDFC Bank,Nashik,East
300416,208755,1622,454.0,21227,9879,872508.0,409251,-22.48,Business,Mutual Fund,Individual,52.0,2023-05-24,Kolhapur,North,HDFC Bank,Kolhapur,South
300417,200724,1688,353.19,16777,11325,840310.0,53784,93.62,Business,Fixed Deposit,Individual,79.0,2022-05-28,Solapur,East,HDFC Bank,Solapur,South
300418,207221,1104,197.0,4820,95867,658214.0,119660,3.51,Current,Fixed Deposit,Individual,48.0,2022-03-26,Nashik,North,HDFC Bank,Kolhapur,South
300419,208438,1302,3254.0,35004,69494,953231.0,345393,28.51,Current,Mutual Fund,Business,49.0,2023-08-21,Solapur,South,HDFC Bank,Mumbai,West
300420,202628,1343,421.0,37561,42533,454238.0,329039,44.85,Current,Mutual Fund,Employee,56.0,2022-10-10,Nagpur,North,HDFC Bank,Nagpur,East
300421,206283,1186,3045.0,20251,47093,150509.0,337315,3.72,Business,Fixed Deposit,Business,26.0,2024-12-04,Pune,South,HDFC Bank,Pune,East
300422,208596,1166,2545.0,13451,38992,744810.0,50143,33.07,Savings,Fixed Deposit,Business,64.0,2023-05-01,Pune,South,HDFC Bank,Nagpur,East
300423,201247,1972,1078.35,12874,81049,512997.0,458267,1.02,Business,Mutual Fund,Business,21.0,2022-11-27,Pune,South,HDFC Bank,Kolhapur,West
300424,202394,1581,3717.0,16033,76984,718986.0,159067,41.49,Current,Mutual Fund,Business,32.0,2024-02-05,Kolhapur,South,HDFC Bank,Pune,West
300425,204958,1317,3678.79,27849,96300,696103.0,86440,-27.72,Savings,Mutual Fund,Employee,33.0,2024-07-25,Solapur,East,HDFC Bank,Nashik,West
300426,206517,1783,4105.0,25493,67446,803410.0,68375,64.84,Business,Recurring Deposit,Employee,49.0,2024-01-14,Nashik,West,HDFC Bank,Mumbai,North
300427,201227,1025,4415.0,46476,12326,410506.0,347517,49.96,Savings,Fixed Deposit,Business,68.0,2024-08-08,Kolhapur,North,HDFC Bank,Pune,West
300428,208824,1582,2809.0,37545,6290,242081.0,129133,40.13,Savings,Fixed Deposit,Unknown,32.0,2022-04-05,Solapur,North,HDFC Bank,Nashik,West
300429,206435,1065,1604.0,45456,59138,738465.0,454834,39.67,Current,Recurring Deposit,Unknown,51.0,2022-09-10,Nagpur,East,HDFC Bank,Solapur,East
300430,206420,1191,841.0,29495,32101,654064.0,322440,82.02,Business,Fixed Deposit,Employee,28.0,2022-07-15,Nashik,West,HDFC Bank,Nagpur,North
300431,206142,1095,1367.0,5507,48932,929599.0,259456,-20.48,Business,Recurring Deposit,Employee,18.0,2025-02-26,Mumbai,South,HDFC Bank,Kolhapur,South
300432,208850,1054,3138.0,49437,18717,967410.0,419776,-46.92,Savings,Fixed Deposit,Employee,47.0,2022-11-07,Nagpur,South,HDFC Bank,Nagpur,West
300433,207504,1423,540.0,10373,82594,789910.0,95222,-42.43,Business,Mutual Fund,Business,49.0,2024-07-15,Pune,West,HDFC Bank,Mumbai,East
300434,201123,1838,2865.0,31238,52947,472332.0,261407,95.24,Business,Recurring Deposit,Employee,79.0,2022-05-15,Pune,South,HDFC Bank,Pune,East
300435,206300,1233,1388.0,27597,92135,324268.0,395718,-45.6,Business,Recurring Deposit,Employee,71.0,2023-10-15,Nagpur,North,HDFC Bank,Kolhapur,East
300436,209075,1456,1890.0,47178,46684,94487.0,424038,13.35,Business,Mutual Fund,Individual,30.0,2024-09-10,Nashik,East,HDFC Bank,Solapur,North
300437,208888,1765,2176.0,14254,99466,919512.0,426555,-23.74,Current,Recurring Deposit,Business,67.0,2024-07-26,Kolhapur,West,HDFC Bank,Pune,South
300438,208906,1683,1064.0,22329,65080,918074.0,73544,-49.43,Current,Fixed Deposit,Business,35.0,2022-11-06,Pune,East,HDFC Bank,Mumbai,West
300439,206290,1587,525.0,27543,48607,102100.0,80889,36.04,Business,Recurring Deposit,Individual,27.0,2024-01-17,Pune,South,HDFC Bank,Kolhapur,North
300440,203989,1928,872.52,48289,61680,339233.0,477740,65.87,Business,Mutual Fund,Employee,27.0,2022-10-04,Nashik,East,HDFC Bank,Nashik,North
300441,200241,1829,2570.0,7228,93010,755774.0,22707,9.24,Business,Recurring Deposit,Individual,79.0,2022-05-24,Kolhapur,South,HDFC Bank,Solapur,North
300442,204274,1861,2603.0,30279,62945,457097.0,147441,84.27,Business,Fixed Deposit,Individual,31.0,2023-07-12,Nagpur,North,HDFC Bank,Nagpur,North
300443,202227,1891,3809.0,2615,88101,87666.0,482601,-10.57,Business,Mutual Fund,Unknown,65.0,2023-10-08,Nagpur,North,HDFC Bank,Nagpur,West
300444,207024,1603,1967.0,39161,37606,259503.0,150348,99.05,Current,Recurring Deposit,Employee,66.0,2022-05-21,Kolhapur,West,HDFC Bank,Kolhapur,South
300445,209531,1338,4301.0,43977,53329,518661.0,388470,99.64,Savings,Recurring Deposit,Individual,48.0,2023-09-27,Nagpur,North,HDFC Bank,Solapur,South
300446,209935,1697,4344.0,35581,60203,810057.0,400303,-22.07,Savings,Mutual Fund,Business,49.0,2023-02-10,Nagpur,South,HDFC Bank,Pune,East
300447,206352,1050,1426.0,9474,92279,678204.0,179639,41.23,Savings,Mutual Fund,Individual,74.0,2025-02-12,Pune,South,HDFC Bank,Nashik,South
300448,207655,1483,4972.0,32819,21879,969770.0,160996,52.17,Current,Fixed Deposit,Individual,79.0,2023-04-12,Mumbai,East,HDFC Bank,Nashik,East
300449,207414,1148,2970.0,13264,61380,146659.0,374894,77.88,Current,Recurring Deposit,Business,31.0,2025-01-20,Nashik,North,HDFC Bank,Nashik,North
300450,209652,1999,190.0,26835,31559,575791.0,405261,52.85,Business,Mutual Fund,Employee,40.0,2022-08-27,Kolhapur,South,HDFC Bank,Pune,East
300451,206686,1930,474.25,47012,79367,148353.0,34415,-6.33,Current,Fixed Deposit,Business,49.0,2023-09-21,Nashik,South,HDFC Bank,Solapur,South
300452,208578,1529,4639.0,26831,9549,99318.0,329650,1.49,Current,Mutual Fund,Unknown,30.0,2024-08-06,Pune,North,HDFC Bank,Kolhapur,West
300453,205400,1138,2178.0,28465,46542,635281.0,333629,59.02,Business,Recurring Deposit,Individual,48.0,2023-12-12,Solapur,East,HDFC Bank,Kolhapur,South
300454,201441,1870,1216.01,5259,59599,600075.0,436080,10.39,Business,Recurring Deposit,Individual,70.0,2024-11-09,Nagpur,North,HDFC Bank,Kolhapur,East
300455,208992,1229,4001.0,33198,11277,832356.0,101213,21.66,Business,Fixed Deposit,Individual,25.0,2022-11-16,Solapur,North,HDFC Bank,Nashik,West
300456,200606,1284,998.0,24410,18062,314049.0,318743,-30.81,Savings,Fixed Deposit,Employee,75.0,2023-03-23,Nashik,South,HDFC Bank,Nagpur,North
300457,203109,1296,1053.0,33898,83365,446636.0,295728,-29.47,Savings,Mutual Fund,Individual,76.0,2022-11-28,Solapur,East,HDFC Bank,Nagpur,East
300458,200365,1398,3239.0,34867,16806,86814.0,87041,-33.07,Business,Recurring Deposit,Individual,19.0,2022-12-21,Pune,North,HDFC Bank,Kolhapur,West
300459,207343,1495,1190.0,10439,35408,782387.0,95006,75.66,Business,Recurring Deposit,Individual,19.0,2023-12-21,Nagpur,South,HDFC Bank,Mumbai,South
300460,204041,1402,3751.0,23078,72695,518348.5,450528,40.13,Savings,Recurring Deposit,Individual,50.0,2022-04-28,Nagpur,West,HDFC Bank,Solapur,West
300461,209176,1402,285.0,3418,91165,518348.5,450528,40.13,Business,Fixed Deposit,Employee,21.0,2022-12-24,Pune,West,HDFC Bank,Solapur,West
300462,201124,1653,2673.0,17733,25317,147907.0,80983,17.93,Business,Fixed Deposit,Business,60.0,2023-08-19,Solapur,West,HDFC Bank,Nashik,East
300463,207996,1819,237.0,38769,22228,625700.0,431399,72.15,Savings,Recurring Deposit,Business,76.0,2023-12-20,Pune,North,HDFC Bank,Solapur,South
300464,208682,1447,1585.0,39821,37750,690515.0,183554,61.45,Current,Recurring Deposit,Individual,32.0,2025-01-24,Nashik,East,HDFC Bank,Nashik,West
300465,203644,1467,2100.0,9211,83691,344489.0,468557,49.73,Business,Mutual Fund,Business,50.0,2023-04-10,Solapur,North,HDFC Bank,Nashik,West
300466,204224,1551,802.0,16374,24076,527544.0,379038,44.27,Savings,Fixed Deposit,Employee,75.0,2023-05-09,Pune,West,HDFC Bank,Pune,North
300467,202026,1977,672.0,24956,43279,938024.0,185992,36.13,Savings,Mutual Fund,Employee,52.0,2022-11-23,Mumbai,South,HDFC Bank,Nagpur,East
300468,200020,1677,273.0,11078,51750,324674.0,150107,69.89,Savings,Fixed Deposit,Business,39.0,2025-03-14,Nagpur,North,HDFC Bank,Mumbai,East
300469,208219,1699,392.0,1402,41003,621568.0,456636,-39.51,Current,Mutual Fund,Employee,75.0,2022-09-04,Pune,West,HDFC Bank,Solapur,West
300470,205018,1250,888.0,11218,90488,366272.0,145010,-7.91,Business,Mutual Fund,Business,41.0,2023-11-05,Mumbai,East,HDFC Bank,Nagpur,West
300471,207071,1720,4156.0,4719,16312,86148.0,455112,83.31,Business,Mutual Fund,Employee,35.0,2022-05-20,Pune,West,HDFC Bank,Kolhapur,East
300472,201453,1172,3558.0,38289,53705,635646.0,439728,95.97,Business,Recurring Deposit,Employee,59.0,2024-03-21,Kolhapur,North,HDFC Bank,Pune,South
300473,205256,1722,1526.0,21077,48991,624423.0,459560,62.33,Current,Mutual Fund,Individual,74.0,2023-03-01,Mumbai,North,HDFC Bank,Kolhapur,East
300474,206461,1748,306.0,19035,73367,548678.0,301665,-0.67,Savings,Fixed Deposit,Business,24.0,2023-01-25,Nagpur,West,HDFC Bank,Pune,West
300475,204835,1990,2401.0,44501,46653,689635.0,401951,21.11,Savings,Mutual Fund,Individual,68.0,2024-03-05,Nashik,North,HDFC Bank,Kolhapur,East
300476,205986,1051,2939.0,33750,93906,623150.0,83058,34.99,Business,Recurring Deposit,Business,62.0,2023-09-15,Kolhapur,North,HDFC Bank,Kolhapur,East
300477,201475,1316,4619.0,46387,78248,203817.0,395196,17.57,Current,Recurring Deposit,Business,39.0,2023-07-08,Mumbai,East,HDFC Bank,Nashik,North
300478,200935,1508,1258.0,15608,83228,698309.0,159788,-48.47,Savings,Recurring Deposit,Individual,40.0,2023-03-09,Kolhapur,West,HDFC Bank,Pune,South
300479,208426,1602,2705.0,25937,11385,195508.0,141767,-24.38,Current,Recurring Deposit,Employee,59.0,2023-03-02,Nashik,South,HDFC Bank,Solapur,North
300480,200034,1917,2517.0,31731,85774,395354.0,274436,68.19,Business,Mutual Fund,Individual,78.0,2022-04-26,Mumbai,South,HDFC Bank,Nagpur,West
300481,208530,1999,225.0,41572,56227,575791.0,405261,52.85,Current,Mutual Fund,Employee,31.0,2025-01-09,Mumbai,South,HDFC Bank,Pune,East
300482,203525,1935,1522.0,14918,41027,991065.0,178856,21.73,Business,Fixed Deposit,Employee,34.0,2023-01-15,Nagpur,East,HDFC Bank,Mumbai,North
300483,209694,1204,3663.0,41434,6580,58188.0,494293,4.58,Current,Fixed Deposit,Employee,36.0,2023-11-29,Nagpur,South,HDFC Bank,Kolhapur,West
300484,205978,1431,824.0,9060,86410,272579.0,121037,2.86,Current,Mutual Fund,Employee,38.0,2023-08-12,Nashik,North,HDFC Bank,Pune,South
300485,207807,1401,3440.44,44838,59785,854747.0,345701,40.87,Savings,Fixed Deposit,Employee,59.0,2023-05-27,Solapur,South,HDFC Bank,Kolhapur,East
300486,200705,1113,186.0,36655,34550,963430.0,275162,-30.54,Savings,Fixed Deposit,Business,61.0,2022-07-06,Kolhapur,North,HDFC Bank,Nagpur,East
300487,204847,1672,3688.0,24805,15920,319608.0,325876,7.2,Current,Fixed Deposit,Business,21.0,2023-05-28,Pune,South,HDFC Bank,Pune,South
300488,204344,1784,3870.0,49058,8014,57991.0,35483,-34.91,Savings,Fixed Deposit,Employee,29.0,2023-09-17,Kolhapur,East,HDFC Bank,Nashik,South
300489,209316,1696,2857.0,41495,13050,121358.0,465238,42.7,Business,Recurring Deposit,Business,18.0,2024-12-11,Nagpur,East,HDFC Bank,Mumbai,South
300490,205334,1338,4223.0,3257,34751,518661.0,388470,99.64,Business,Fixed Deposit,Individual,28.0,2024-05-20,Mumbai,East,HDFC Bank,Solapur,South
300491,207467,1004,4214.0,13137,16038,282701.0,148194,-14.1,Savings,Mutual Fund,Business,52.0,2023-12-01,Pune,East,HDFC Bank,Nagpur,West
300492,209791,1834,3688.99,19548,91905,207074.0,211679,-41.22,Savings,Mutual Fund,Business,53.0,2025-02-08,Nagpur,North,HDFC Bank,Solapur,South
300493,204530,1404,4402.0,19629,52376,255785.0,51718,51.65,Savings,Fixed Deposit,Employee,54.0,2024-06-30,Solapur,North,HDFC Bank,Nashik,West
300494,200238,1687,1027.0,42115,10973,925351.0,76729,89.75,Current,Recurring Deposit,Employee,18.0,2023-08-17,Pune,South,HDFC Bank,Nashik,North
300495,209339,1132,761.0,20612,1771,83336.0,335733,47.84,Current,Recurring Deposit,Individual,70.0,2022-05-02,Mumbai,East,HDFC Bank,Kolhapur,West
300496,204244,1234,4497.0,9593,73848,356398.0,134943,27.68,Business,Recurring Deposit,Individual,30.0,2022-09-16,Nagpur,North,HDFC Bank,Mumbai,North
300497,202104,1080,2870.0,15316,16488,714846.0,106483,66.31,Current,Fixed Deposit,Employee,24.0,2023-04-30,Mumbai,East,HDFC Bank,Kolhapur,West
300498,203668,1895,2658.0,9810,42548,880623.0,276872,33.35,Savings,Mutual Fund,Individual,21.0,2022-12-23,Mumbai,North,HDFC Bank,Kolhapur,West
300499,204631,1486,752.0,32830,18097,999975.0,471140,-42.72,Current,Fixed Deposit,Employee,41.0,2024-09-07,Pune,South,HDFC Bank,Pune,North
300500,202162,1418,2425.0,34592,43064,168529.0,150902,86.45,Current,Mutual Fund,Business,58.0,2023-05-07,Nashik,East,HDFC Bank,Nashik,South
